"","NAME","ADDRESS","CITY","COUNTY","FIPS","X","Y"
"2280","DUANE READE","230-01 MERRICK BOULEVARD","SPRINGFIELD GARDENS","QUEENS",36081,-73.7401027,40.6762349
"2281","RITE AID - 900","119-04 LIBERTY AVENUE","SOUTH RICHMOND HILL","QUEENS",36081,-73.8239027,40.6861468
"2282","RITE AID - 1921","1242 LIBERTY AVENUE","OZONE PARK","KINGS",36047,-73.8629195,40.6788603
"2283","WALGREENS - 10475","2270 CLOVE ROAD","STATEN ISLAND","RICHMOND",36085,-74.0818064,40.5990219
"2284","ROSEBANK PHARMACY","500 TOMPKINS AVENUE","STATEN ISLAND","RICHMOND",36085,-74.0721495,40.6133164
"2285","BALAJI TARGEE PHARMACY","519 TARGEE STREET","STATEN ISLAND","RICHMOND",36085,-74.0844573,40.6144127
"2286","ELM PHARMACY","1651 CONEY ISLAND AVENUE","BROOKLYN","KINGS",36047,-73.9633585,40.617102
"2287","MAXOR PHARMACY FORT WADSWORTH","206 DRUM ROAD","STATEN ISLAND","RICHMOND",36085,-74.0618399,40.6031725
"2288","SUPER STOP AND SHOP - 0505","1710 AVENUE Y","BROOKLYN","KINGS",36047,-73.9521908,40.5894604
"2289","21 AVENUE PHARMACY AND MEDICAL SUPPLY","8511 21ST AVENUE","BROOKLYN","KINGS",36047,-73.9955177,40.603499
"2290","CVS - 802","2320 RALPH AVENUE","BROOKLYN","KINGS",36047,-73.9178029,40.6212608
"2291","WALGREENS - 4363","210 UNION AVENUE","BROOKLYN","KINGS",36047,-73.9500558,40.7069017
"2292","CARE PHARMACY","5915 AVENUE N","BROOKLYN","KINGS",36047,-73.9177552,40.6197885
"2293","GM PHARMACY","174 AVENUE O","BROOKLYN","KINGS",36047,-73.9784413,40.6106441
"2294","YAFIT PHARMACY","418 AVENUE U","BROOKLYN","KINGS",36047,-73.9685395,40.5973074
"2295","LONG BEACH CHEMISTS","170 WEST PARK AVENUE","LONG BEACH","NASSAU",36059,-73.6692974,40.5880968
"2296","NORDON DRUG","247 HEMPSTEAD AVENUE","MALVERNE","NASSAU",36059,-73.6703375,40.6742832
"2297","COSTCO","605 ROCKAWAY TURNPIKE","LAWRENCE","NASSAU",36059,-73.7401445,40.6303967
"2298","MELLOR'S DRUG STORE","3343 FULTON STREET","BROOKLYN","KINGS",36047,-73.8724489,40.6837958
"2299","RITE AID - 1947","960 HALSEY STREET","BROOKLYN","KINGS",36047,-73.9156325,40.6854922
"2300","LIEB PHARMACY","5006 16TH AVENUE","BROOKLYN","KINGS",36047,-73.9864686,40.6304172
"2301","REX PHARMACY","119-01 ROCKAWAY BOULEVARD","SOUTH OZONE PARK","QUEENS",36081,-73.819062,40.6762948
"2302","DUANE READE","67 BROAD STREET","NEW YORK","NEW YORK",36061,-74.0112208,40.7047319
"2303","CUMBERLAND DIAGNOSTIC TREATMENT CENTER","100 NORTH PORTLAND AVENUE","BROOKLYN","KINGS",36047,-73.9764947,40.6951523
"2304","ABRIN PHARMACY","130-26 ROCKAWAY BOULEVARD","SOUTH OZONE PARK","QUEENS",36081,-73.8075866,40.6746449
"2305","DUANE READE","45 PINE STREET","NEW YORK","NEW YORK",36061,-74.0092392,40.7069145
"2306","KINGSBORO PSYCHIATRIC CENTER","681 CLARKSON AVENUE","BROOKLYN","KINGS",36047,-73.9362405,40.656612
"2307","RITE AID - 4246","892-908 FLATBUSH AVENUE","BROOKLYN","KINGS",36047,-73.958861,40.6496812
"2308","BOWREY'S PHARMACY","224-12 MERRICK BOULEVARD","SPRINGFIELD GARDENS","QUEENS",36081,-73.7453357,40.6775349
"2309","CHOICE PHARMACY","88 KINGS HIGHWAY","BROOKLYN","KINGS",36047,-73.9880888,40.606049
"2310","WELLENS PHARMACY","295 KINGS HIGHWAY","BROOKLYN","KINGS",36047,-73.9796136,40.6053214
"2311","PATHMARK","13440 SPRINGFIELD BOULEVARD","SPRINGFIELD GARDENS","QUEENS",36081,-73.7558494,40.6794371
"2312","RITE AID - 3526","1111 PENNSYLVANIA AVENUE","BROOKLYN","KINGS",36047,-73.8866569,40.6539963
"2313","CENTRAL PHARMACY","397 MOTHER GASTON BOULEVARD","BROOKLYN","KINGS",36047,-73.9065066,40.6693962
"2314","L FERNANDEZ PHARMACY","123-23 LIBERTY AVENUE","SOUTH RICHMOND HILL","QUEENS",36081,-73.8204535,40.687903
"2315","RITE AID - 4867","1720 KINGS HIGHWAY","BROOKLYN","KINGS",36047,-73.9557905,40.6095329
"2316","CVS - 2436","1346 PENNSYLVANIA AVENUE","BROOKLYN","KINGS",36047,-73.8828263,40.6470008
"2317","AFFORDABLE DRUGS","1310 48TH STREET","BROOKLYN","KINGS",36047,-73.9913858,40.6353365
"2318","RX-SPRESS PHARMACY","123-07 LIBERTY AVENUE","SOUTH RICHMOND HILL","QUEENS",36081,-73.8209562,40.6877427
"2319","WOODHULL MEDICAL AND MENTAL HEALTH CENTER","760 BROADWAY","BROOKLYN","KINGS",36047,-73.9424862,40.6995152
"2320","FAMILY PHARMACY","2823 NOSTRAND AVENUE","BROOKLYN","KINGS",36047,-73.944322,40.6155026
"2321","WALGREENS - 5051","21914 MERRICK BOULEVARD","SPRINGFIELD GARDENS","QUEENS",36081,-73.7502561,40.678985
"2322","V AND A PHARMACY","72 MANHATTAN AVENUE","BROOKLYN","KINGS",36047,-73.9443053,40.7047301
"2323","LAUREL PHARMACY","42 ROCKAWAY AVENUE","VALLEY STREAM","NASSAU",36059,-73.6986014,40.664114
"2324","RITE AID - 4738","1631-43 PITKIN AVENUE","BROOKLYN","KINGS",36047,-73.9129707,40.6696028
"2325","PRINCES BAY PHARMACY","59 SEGUINE AVENUE","STATEN ISLAND","RICHMOND",36085,-74.2005176,40.5249692
"2326","MCDONALD PHARMACY","487 MCDONALD AVENUE","BROOKLYN","KINGS",36047,-73.9790796,40.642281
"2327","WALDBAUMS","500 WEST MERRICK ROAD","VALLEY STREAM","NASSAU",36059,-73.715195,40.6690267
"2328","NEW UTRECHT PHARMACY","4624 NEW UTRECHT AVENUE","BROOKLYN","KINGS",36047,-73.9947277,40.6387579
"2329","WALGREENS - 6179","1551 RICHMOND AVENUE","STATEN ISLAND","RICHMOND",36085,-74.1595477,40.6100811
"2330","WALGREENS - 11268","7002 13TH AVENUE","BROOKLYN","KINGS",36047,-74.0049969,40.6230552
"2331","CRESCENT PHARMACY","48 CENTRAL COURT","VALLEY STREAM","NASSAU",36059,-73.7115686,40.6816583
"2332","BENNETT'S PHARMACY","990 SUTTER AVENUE","BROOKLYN","KINGS",36047,-73.8821752,40.6711614
"2333","OCEAN BREEZE PHARMACY","1817 HYLAN BOULEVARD","STATEN ISLAND","RICHMOND",36085,-74.0941489,40.5850089
"2334","CVS - 369","621 HEMPSTEAD TURNPIKE","WEST HEMPSTEAD","NASSAU",36059,-73.6629418,40.7059765
"2335","BIRITE DRUG","4013 5TH AVENUE","BROOKLYN","KINGS",36047,-74.0046074,40.6502842
"2336","MARTY'S PHARMACY","9422 AVENUE L","BROOKLYN","KINGS",36047,-73.8968653,40.6374027
"2337","DUANE READE","4363 AMBOY ROAD","STATEN ISLAND","RICHMOND",36085,-74.1615212,40.5456528
"2338","DONGAN HILLS PHARMACY","1560 RICHMOND ROAD","STATEN ISLAND","RICHMOND",36085,-74.100713,40.5915031
"2339","QUICK STOP PHARMACY","7210 20TH AVENUE","BROOKLYN","KINGS",36047,-73.9903878,40.6124806
"2340","RITE AID - 1809","222-14 LINDEN BOULEVARD","CAMBRIA HEIGHTS","QUEENS",36081,-73.7382384,40.6942849
"2341","LIEB PHARMACY II INCORPORATED","147 LEE AVENUE","BROOKLYN","KINGS",36047,-73.957302,40.7035736
"2342","DEAR DRUGS","490 AVENUE P","BROOKLYN","KINGS",36047,-73.9693754,40.6090419
"2343","A AND G PHARMACY","1216 NEPTUNE AVENUE","BROOKLYN","KINGS",36047,-73.9804062,40.5788725
"2344","PUNJAB PHARMACY","1018 CONEY ISLAND AVENUE","BROOKLYN","KINGS",36047,-73.9671596,40.6326731
"2345","DUANE READE","84-32 JAMAICA AVENUE","WOODHAVEN","QUEENS",36081,-73.859532,40.6922636
"2346","CVS - 2364","4065 AMBOY ROAD","STATEN ISLAND","RICHMOND",36085,-74.1523726,40.5497169
"2347","PITKIN CARE PHARMACY","1621 PITKIN AVENUE","BROOKLYN","KINGS",36047,-73.9134713,40.6695184
"2348","BRIARWOOD PHARMACY","138-38 86TH AVENUE","JAMAICA","QUEENS",36081,-73.816968,40.7077008
"2349","SAM KORF PHARMACY","710 ROCKAWAY AVENUE","BROOKLYN","KINGS",36047,-73.9091026,40.6623998
"2350","HINA DRUGS","4 SUTTER AVENUE","BROOKLYN","KINGS",36047,-73.9227291,40.6651054
"2351","WALGREENS - 7776","1759 HYLAN BOULEVARD","STATEN ISLAND","RICHMOND",36085,-74.0928892,40.5863218
"2352","SHIMON'S PHARMACY","115 LEE AVENUE","BROOKLYN","KINGS",36047,-73.9582881,40.704492
"2353","CLASSIC PHARMACY","1300 CLOVE ROAD","STATEN ISLAND","RICHMOND",36085,-74.1030305,40.6152966
"2354","OCEAN PHARMACY","1929 KINGS HIGHWAY","BROOKLYN","KINGS",36047,-73.953817,40.6107369
"2355","CONCORD DRUG","138-50 84TH DRIVE","JAMAICA","QUEENS",36081,-73.8178189,40.7091177
"2356","LMD PHARMACY","801 AVENUE U","BROOKLYN","KINGS",36047,-73.9629266,40.598326
"2357","MEDEX PHARMACY","96-02 JAMAICA AVENUE","WOODHAVEN","QUEENS",36081,-73.8493668,40.6942989
"2358","WOODROW PHARMACY","645 ROSSVILLE AVENUE","STATEN ISLAND","RICHMOND",36085,-74.2070297,40.5429764
"2359","WELCOME RX","128 DITMAS AVENUE","BROOKLYN","KINGS",36047,-73.9771547,40.6354748
"2360","RITE AID - 10604","6036 MYRTLE AVENUE","RIDGEWOOD","QUEENS",36081,-73.897356,40.7003809
"2361","BRIDGE APOTHECARY","104 JAY STREET","BROOKLYN","KINGS",36047,-73.9869846,40.7019729
"2362","RITE AID - 4664","355 KNICKERBOCKER AVENUE","BROOKLYN","KINGS",36047,-73.9216533,40.7008994
"2363","CVS - 1169","44 NORTH CENTRAL AVENUE","VALLEY STREAM","NASSAU",36059,-73.7084336,40.6693138
"2364","VARIETY DRUGS","169-33 137TH AVENUE","JAMAICA","QUEENS",36081,-73.7709615,40.6735491
"2365","RITE AID - 4257","3001-27 MERMAID AVENUE","BROOKLYN","KINGS",36047,-73.9970789,40.575657
"2366","HANNAS PHARMACY","202-20 ROCKAWAY POINT BOULEVARD","ROCKAWAY POINT","QUEENS",36081,-73.9121992,40.561388
"2367","RITE AID - 4712","9302 3RD AVENUE","BROOKLYN","KINGS",36047,-74.033432,40.6185221
"2368","DOWNTOWN PHARMACY","19 BEEKMAN STREET","NEW YORK","NEW YORK",36061,-74.0063011,40.7107548
"2369","RITE AID - 4876","3823 NOSTRAND AVENUE","BROOKLYN","KINGS",36047,-73.939364,40.59072
"2370","AVEX CHEMISTS","319 AVENUE X","BROOKLYN","KINGS",36047,-73.9713447,40.5906297
"2371","GET WELL PHARMACY INCORPORATED","5218 8TH AVENUE","BROOKLYN","KINGS",36047,-74.0054348,40.6396886
"2372","BROOKLYN PHARMACY","1675 FLATBUSH AVENUE","BROOKLYN","KINGS",36047,-73.9437091,40.6294073
"2373","MAURICE PHARMACY","802 AVENUE U","BROOKLYN","KINGS",36047,-73.9626798,40.5979592
"2374","SOUTH BEACH PSYCHIATRIC CENTER","777 SEAVIEW AVENUE","STATEN ISLAND","RICHMOND",36085,-74.0804601,40.5821962
"2375","SANDCASTLE PHARMACY","711-B SEAGIRT AVENUE","FAR ROCKAWAY","QUEENS",36081,-73.7418771,40.5953489
"2376","RITE AID - 4846","559-563 FULTON STREET","BROOKLYN","KINGS",36047,-73.9821993,40.6897007
"2377","EISENBERG PHARMACY","203 BRIGHTON BEACH AVENUE","BROOKLYN","KINGS",36047,-73.9669683,40.5766354
"2378","7TH AVENUE CHEMIST INCORPORATED","5912 7TH AVENUE","BROOKLYN","KINGS",36047,-74.0116609,40.6372156
"2379","JUST-IN-TIME PHARMACY","96 MOORE STREET","BROOKLYN","KINGS",36047,-73.9416835,40.7036482
"2380","DUANE READE","1 REMSEN AVENUE","BROOKLYN","KINGS",36047,-73.9311482,40.6631743
"2381","JANUS PHARMACY","833 58TH STREET","BROOKLYN","KINGS",36047,-74.0072952,40.6362415
"2382","COMMUNITY PHARMACY","114-34 SUTPHIN BOULEVARD","JAMAICA","QUEENS",36081,-73.7934928,40.6853879
"2383","16TH AVENUE PHARMACY INCORPORATED","4408 16TH AVENUE","BROOKLYN","KINGS",36047,-73.9829361,40.6337643
"2384","FINE CARE PHARMACY","4723 13TH AVENUE","BROOKLYN","KINGS",36047,-73.9912278,40.6355604
"2385","AVENUE O PHARMACY CORPORATION","68 AVENUE O","BROOKLYN","KINGS",36047,-73.9825493,40.6101655
"2386","CARE PHARMACY","3828 NOSTRAND AVENUE","BROOKLYN","KINGS",36047,-73.9402823,40.5905117
"2387","HMCOMPOUNDING","2478 MCDONALD AVENUE","BROOKLYN","KINGS",36047,-73.9743202,40.5915687
"2388","HEALTH INSURANCE PLAN OF NEW YORK","233 NOSTRAND AVENUE","BROOKLYN","KINGS",36047,-73.9513827,40.6910282
"2389","NEIGHBORHOOD DRUGSTORE","8410 5TH AVENUE","BROOKLYN","KINGS",36047,-74.0256343,40.6227039
"2390","COMMUNITY CHEMISTS","436 AVENUE P","BROOKLYN","KINGS",36047,-73.9713149,40.6087633
"2391","SKY PHARMACY","7114 BAY PARKWAY","BROOKLYN","KINGS",36047,-73.9854574,40.6103227
"2392","OCEANSIDE PHARMACY","3206 MERMAID AVENUE","BROOKLYN","KINGS",36047,-73.9988245,40.5747958
"2393","FRISCIA PHARMACY","1505 MERMAID AVENUE","BROOKLYN","KINGS",36047,-73.98287,40.576981
"2394","COSTCO","2975 RICHMOND AVENUE","STATEN ISLAND","RICHMOND",36085,-74.1683334,40.5725933
"2395","LOVING PHARMACY","5711 6TH AVENUE","BROOKLYN","KINGS",36047,-74.0123101,40.6394487
"2396","THE LOBBY PHARMACY","374 STOCKHOLM STREET","BROOKLYN","KINGS",36047,-73.9176381,40.7041741
"2397","LA RUCHE PHARMACY INCORPORATED","494 ROCKAWAY PARKWAY","BROOKLYN","KINGS",36047,-73.915053,40.6562841
"2398","MIITTMAN'S PHARMACY","167 HAVEMEYER STREET","BROOKLYN","KINGS",36047,-73.957787,40.7109172
"2399","UTICA PHARMACY","285 UTICA AVENUE","BROOKLYN","KINGS",36047,-73.9310113,40.6682135
"2400","CENTURY PHARMACY INCORPORATED","483 KINGS HIGHWAY","BROOKLYN","KINGS",36047,-73.9716507,40.6044068
"2401","SPECTRUM PHARMACY","952 MCDONALD AVENUE","BROOKLYN","KINGS",36047,-73.9775062,40.6307804
"2402","IMAGES PHARMACY","1383 BUSHWICK AVENUE","BROOKLYN","KINGS",36047,-73.9102272,40.6852646
"2403","EVANS DRUG STORE","878 NOSTRAND AVENUE","BROOKLYN","KINGS",36047,-73.9509754,40.6679646
"2404","ADELPHI DRUG STORE","3350 FULTON STREET","BROOKLYN","KINGS",36047,-73.8719242,40.6835435
"2405","BED STUY PHARMACY","1458 FULTON STREET","BROOKLYN","KINGS",36047,-73.9425131,40.6798368
"2406","PATHMARK","1351 FOREST AVENUE","STATEN ISLAND","RICHMOND",36085,-74.1355647,40.6262288
"2407","HOME RESPIRATORY AND MEDICAL EQUIPMENT","886 FRANKLIN AVENUE","BROOKLYN","KINGS",36047,-73.959061,40.6682629
"2408","WALGREENS - 6982","946 KINGS HIGHWAY","BROOKLYN","KINGS",36047,-73.9621233,40.6070215
"2409","CVS - 6056","1125 BAY STREET","STATEN ISLAND","RICHMOND",36085,-74.0668907,40.6158222
"2410","FLUSHING PHARMACY","414 FLUSHING AVENUE","BROOKLYN","KINGS",36047,-73.9581337,40.6985951
"2411","PARAS DRUGS","2070 BATH AVENUE","BROOKLYN","KINGS",36047,-73.9997779,40.6000065
"2412","CVS - 845","395 COURT STREET","BROOKLYN","KINGS",36047,-73.9968749,40.6798281
"2413","MEDPHARM DRUG AND TRADING INCORPORATED","61 CATHERINE STREET","NEW YORK","NEW YORK",36061,-73.996539,40.7112736
"2414","SHOPRITE","2424 HYLAN BOULEVARD","STATEN ISLAND","RICHMOND",36085,-74.1072449,40.5720593
"2415","CVS - 2716","129 FULTON STREET","NEW YORK","NEW YORK",36061,-74.0074516,40.7102851
"2416","MANIPAL DRUGS INCORPORATED","280 NOSTRAND AVENUE","BROOKLYN","KINGS",36047,-73.9517772,40.6902911
"2417","PROSCRIPT PHARMACY MANAGEMENT","2556 ARTHUR KILL ROAD","STATEN ISLAND","RICHMOND",36085,-74.2185387,40.5523518
"2418","RUBINSON PHARMACY","4223 CHURCH AVENUE","BROOKLYN","KINGS",36047,-73.9373031,40.6515864
"2419","DUANE READE","95 WALL STREET","NEW YORK","NEW YORK",36061,-74.0075154,40.7046882
"2420","RALPH PLACE PHARMACY","11 RALPH PLACE","STATEN ISLAND","RICHMOND",36085,-74.0916251,40.6053199
"2421","RAFIEH PHARMACY","70 LEE AVENUE","BROOKLYN","KINGS",36047,-73.9599813,40.7055174
"2422","RITE AID - 4613","2324 FLATBUSH AVENUE","BROOKLYN","KINGS",36047,-73.9267386,40.6130474
"2423","PARK RIDGE PHARMACY","7426 15TH AVENUE","BROOKLYN","KINGS",36047,-74.0031195,40.6178977
"2424","RITE AID - 3978","1679 BEDFORD AVENUE","BROOKLYN","KINGS",36047,-73.9567189,40.6653356
"2425","GRAND CENTRAL PHARMACY","420 CENTRAL AVENUE","CEDARHURST","NASSAU",36059,-73.7264036,40.6200787
"2426","KRAUPNER PHARMACY INCORPORATED","457 KNICKERBOCKER AVENUE","BROOKLYN","KINGS",36047,-73.9184095,40.6990498
"2427","RITE AID - 10577","8222 18TH AVENUE","BROOKLYN","KINGS",36047,-74.0008099,40.6090948
"2428","ANTEKA RX INCORPORATED","511 BRIGHTON BEACH AVENUE","BROOKLYN","KINGS",36047,-73.962048,40.5777464
"2429","DM PHARMACY INCORPORATED","525 EMPIRE BOULEVARD","BROOKLYN","KINGS",36047,-73.9447215,40.6643631
"2430","KEAP DRUGS INCORPORATED","361 BROADWAY","BROOKLYN","KINGS",36047,-73.955209,40.7076647
"2431","KASHMIR DRUG MART","1172 CONEY ISLAND AVENUE","BROOKLYN","KINGS",36047,-73.9662308,40.6289465
"2432","RITE AID - 10575","2577 NOSTRAND AVENUE","BROOKLYN","KINGS",36047,-73.9454961,40.6213325
"2433","RITE AID - 3855","506-528 UTICA AVENUE","BROOKLYN","KINGS",36047,-73.9317434,40.6611067
"2434","DUTCH BROADWAY PHARMACY","1785 DUTCH BROADWAY","ELMONT","NASSAU",36059,-73.7083997,40.6891333
"2435","HEALTH AID PHARMACY INCORPORATED","291 7TH AVENUE","BROOKLYN","KINGS",36047,-73.9804563,40.6678563
"2436","RITE AID - 4690","4123 AVENUE D","BROOKLYN","KINGS",36047,-73.9373546,40.6418775
"2437","LEROY SPECIALTY PHARMACY","2832 LINDEN BOULEVARD","BROOKLYN","KINGS",36047,-73.8593001,40.6688841
"2438","RALPHS PRESCRIPTIONS","300 WYCKOFF AVENUE","BROOKLYN","KINGS",36047,-73.9110308,40.6991439
"2439","RITE AID - 10650","700 PATCHOGUE YAPHANK ROAD","MEDFORD","SUFFOLK",36103,-72.9536174,40.8053727
"2440","RITE AID - 10657","397 SUNRISE HIGHWAY","PATCHOGUE","SUFFOLK",36103,-73.0336391,40.7786929
"2441","CVS - 2134","2660 JERUSALEM AVENUE","BELLMORE","NASSAU",36059,-73.5344157,40.6912241
"2442","FULTON PHARMACY INCORPORATED","2818 FULTON STREET","BROOKLYN","KINGS",36047,-73.8905088,40.6780605
"2443","CVS - 2073","944 MERRICK ROAD","BALDWIN","NASSAU",36059,-73.6069553,40.6508766
"2444","18TH AVENUE PHARMACY CORPORATION","5411 18TH AVENUE","BROOKLYN","KINGS",36047,-73.9838608,40.6250862
"2445","RITE AID - 10628","2784 SUNRISE HIGHWAY","BELLMORE","NASSAU",36059,-73.5240727,40.6686732
"2446","A AND V PHARMACY","8501 4TH AVENUE","BROOKLYN","KINGS",36047,-74.0278326,40.6231563
"2447","CVS - 5438","668 WEST SUNRISE HIGHWAY","BALDWIN","NASSAU",36059,-73.6122315,40.6552611
"2448","CORNER PHARMACY","166 DIVISION AVENUE","BROOKLYN","KINGS",36047,-73.9609542,40.7073599
"2449","PATHMARK","492 EAST ATLANTIC AVENUE","EAST ROCKAWAY","NASSAU",36059,-73.6585807,40.6419032
"2450","CVS - 2141","2925 KINGS HIGHWAY","BROOKLYN","KINGS",36047,-73.9452217,40.6162953
"2451","WALGREENS - 3457","393 FRONT STREET","HEMPSTEAD","NASSAU",36059,-73.6194557,40.7077592
"2452","CVS - 2443","2120 ROCKAWAY PARKWAY","BROOKLYN","KINGS",36047,-73.8877505,40.6312587
"2453","WEST END PHARMACY","33 FRONT STREET","HEMPSTEAD","NASSAU",36059,-73.6359213,40.7040495
"2454","CVS - 2574","6702 FORT HAMILTON PARKWAY","BROOKLYN","KINGS",36047,-74.0112116,40.6296622
"2455","KINGS PHARMACY","639 EAST PARK AVENUE","LONG BEACH","NASSAU",36059,-73.6452579,40.5890306
"2456","NEW AGE PHARMACY","2918 AVENUE J","BROOKLYN","KINGS",36047,-73.9472333,40.6265578
"2457","GREENE COMMUNITY PHARMACY","702 FULTON STREET","BROOKLYN","KINGS",36047,-73.9738759,40.6859055
"2458","CVS - 2028","301 JERUSALEM AVENUE","HEMPSTEAD","NASSAU",36059,-73.6065932,40.7027985
"2459","KINGS CARE PHARMACY","433 KINGS HIGHWAY","BROOKLYN","KINGS",36047,-73.9739007,40.6045507
"2460","WALGREENS - 10278","606 LONG BEACH BOULEVARD","LONG BEACH","NASSAU",36059,-73.6566649,40.5918525
"2461","DRUG MART OF MASSAPEQUA","4638 MERRICK ROAD","MASSAPEQUA","NASSAU",36059,-73.4632254,40.6661018
"2462","LERDS PHARMACY INCORPORATED","1601 GRAVESEND NECK ROAD","BROOKLYN","KINGS",36047,-73.9545443,40.5954009
"2463","NATURES EMPORIUM","1601 KINGS HIGHWAY","BROOKLYN","KINGS",36047,-73.9572598,40.6094293
"2464","OCEAN CHEMISTS","3124 LONG BEACH ROAD","OCEANSIDE","NASSAU",36059,-73.6406194,40.6359355
"2465","CVS - 1932","2151 JOHNSTON PLACE","MERRICK","NASSAU",36059,-73.551471,40.6659952
"2466","RITE AID - 1799","1380 ROCKAWAY PARKWAY","BROOKLYN","KINGS",36047,-73.9035082,40.6458887
"2467","CVS - 1092","2034 NORTH JERUSALEM ROAD","NORTH BELLMORE","NASSAU",36059,-73.5511953,40.7011966
"2468","RITE AID - 3883","5102 13TH AVENUE","BROOKLYN","KINGS",36047,-73.9937064,40.6338954
"2469","DUANE READE","1149 MERRICK AVENUE","NORTH MERRICK","NASSAU",36059,-73.563622,40.6923044
"2470","WALDBAUM'S","1686 MERRICK ROAD","MERRICK","NASSAU",36059,-73.5594516,40.6529725
"2471","DOWNTOWN PHARMACY","165 WILLIAM STREET","NEW YORK","NEW YORK",36061,-74.0059363,40.7102755
"2472","AIM DRUGS AND SURGICAL","1655 GRAND AVENUE","NORTH BALDWIN","NASSAU",36059,-73.609484,40.6697097
"2473","RITE AID - 4259","6101 18TH AVENUE","BROOKLYN","KINGS",36047,-73.9877684,40.6211142
"2474","CVS - 7185","2250 SEAMANS NECK ROAD","SEAFORD","NASSAU",36059,-73.4906821,40.6659164
"2475","RITE AID - 4855","2007 86TH STREET","BROOKLYN","KINGS",36047,-73.9976023,40.6047431
"2476","CVS - 177","1178 WANTAGH AVENUE","WANTAGH","NASSAU",36059,-73.5090123,40.694232
"2477","DUANE READE","130 WILLIAM STREET","NEW YORK","NEW YORK",36061,-74.0064889,40.7091052
"2478","Z DRUGS INCORPORATED","2617 EAST 16TH STREET","BROOKLYN","KINGS",36047,-73.9530653,40.5876528
"2479","PARMRX EXPRESS INCORPORATED","1311 GRAVESEND NECK ROAD","BROOKLYN","KINGS",36047,-73.9570783,40.5946865
"2480","LIFELINE PHARMACY","7202 13TH AVENUE","BROOKLYN","KINGS",36047,-74.0059435,40.622084
"2481","V PHARMACY","2113 AVENUE V","BROOKLYN","KINGS",36047,-73.9492013,40.5976022
"2482","DUANE READE","17 JOHN STREET","NEW YORK","NEW YORK",36061,-74.0087294,40.7100397
"2483","S AND T PHARMACIE","391 EASTERN PARKWAY","BROOKLYN","KINGS",36047,-73.9553727,40.670661
"2484","ZUCKERMAN PHARMACY","701 BRIGHTON BEACH AVENUE","BROOKLYN","KINGS",36047,-73.960532,40.5780668
"2485","AL MEDINA PHARMACY INCORPORATED","1221 FLATBUSH AVENUE","BROOKLYN","KINGS",36047,-73.9552491,40.6403833
"2486","DUANE READE","2456 RICHMOND AVENUE","STATEN ISLAND","RICHMOND",36085,-74.1688357,40.5887135
"2487","NEW LOTS CARE PHARMACY","404 NEW LOTS AVENUE","BROOKLYN","KINGS",36047,-73.8924407,40.6619184
"2488","JNJ PHARMACY CORPORATION","761 61ST STREET","BROOKLYN","KINGS",36047,-74.0107036,40.6354376
"2489","RITE AID - 10556","14-15 HEMPSTEAD TURNPIKE","ELMONT","NASSAU",36059,-73.6930236,40.7067932
"2490","MARBEN PHARMACY","679 STANLEY AVENUE","BROOKLYN","KINGS",36047,-73.8836826,40.6596514
"2491","MEGA AID PHARMACY","1013 BROADWAY","BROOKLYN","KINGS",36047,-73.9327781,40.6958861
"2492","FIRST CARE PHARMACY","902 FOSTER AVENUE","BROOKLYN","KINGS",36047,-73.9682203,40.6313632
"2493","YOUR PHARMACY","684A BAY STREET","STATEN ISLAND","RICHMOND",36085,-74.0751548,40.6253465
"2494","AMIABLE PHARMACY","1108 LIBERTY AVENUE","BROOKLYN","KINGS",36047,-73.8684248,40.6783797
"2495","BEACH HAVEN PHARMACY","589 AVENUE Z","BROOKLYN","KINGS",36047,-73.9720583,40.5863063
"2496","DOCS PHARMACY","559 KINGS HIGHWAY","BROOKLYN","KINGS",36047,-73.9687088,40.6048456
"2497","FAMILY PHARMACY","1401 AVENUE U","BROOKLYN","KINGS",36047,-73.9571998,40.5988819
"2498","FOUR SEASONS NURSING AND REHABILITATION CENTER PHARMACY","1555 ROCKAWAY PARKWAY","BROOKLYN","KINGS",36047,-73.8991068,40.6426887
"2499","RITE AID - 4893","1950 FULTON STREET","BROOKLYN","KINGS",36047,-73.9212193,40.6783682
"2500","CVS - 745","98 MAIN STREET","EAST ROCKAWAY","NASSAU",36059,-73.6637561,40.6411778
"2501","RITE AID - 2612","344 AVENUE X","BROOKLYN","KINGS",36047,-73.9704575,40.5902726
"2502","WALGREENS - 10134","652 HEMPSTEAD TURNPIKE","FRANKLIN SQUARE","NASSAU",36059,-73.6640995,40.7071702
"2503","G AND G PHARMACY","2967 OCEAN AVENUE","BROOKLYN","KINGS",36047,-73.9490841,40.5889792
"2504","SCHULMAN AND SCHACHNE INSTITUTE FOR NURSING AND REHABILITATION","555 ROCKAWAY PARKWAY","BROOKLYN","KINGS",36047,-73.9133914,40.6555095
"2505","RITE AID - 4935","249 7TH AVENUE","BROOKLYN","KINGS",36047,-73.9795754,40.6689003
"2506","A AND F PHARMACY","2754 PITKIN AVENUE","BROOKLYN","KINGS",36047,-73.8702316,40.6755135
"2507","BINA DRUGS","1630 PITKIN AVENUE","BROOKLYN","KINGS",36047,-73.9130701,40.6691605
"2508","RITE AID - 10579","6423 FORT HAMILTON PARKWAY","BROOKLYN","KINGS",36047,-74.0084369,40.630521
